row_number,prediction,actual_value,current_value,dist_baseline,dist_prediction,accuracy
2098,16.858078,18.3,17.8,0.5,1.4419212,0
2099,17.10078,18.9,18.3,0.6000004,1.7992191,0
2100,18.290785,19.8,18.9,0.8999996,1.5092144,0
2101,20.086594,20.3,19.8,0.5,0.21340561,57.31888
2102,21.18565,21.3,20.3,1,0.114349365,88.56506
2103,21.42596,22.6,21.3,1.3000011,1.1740398,9.689325
2104,21.985561,22.2,22.6,0.39999962,0.21443939,46.3901
2105,21.717823,21.6,22.2,0.6000004,0.11782265,80.36291
2106,20.354704,20.9,21.6,0.70000076,0.5452957,22.100698
2107,19.134539,20.5,20.9,0.39999962,1.3654613,0
2108,18.047749,19.2,20.5,1.2999992,1.1522522,11.365164
2109,18.221159,20.1,19.2,0.8999996,1.8788414,0
2110,16.757387,19.4,20.1,0.70000076,2.6426125,0
2111,18.484938,18.9,19.4,0.5,0.41506195,16.98761
2112,16.85299,18.1,18.9,0.79999924,1.2470112,0
2113,15.789009,18.5,18.1,0.39999962,2.710991,0
2114,14.35892,17.9,18.5,0.6000004,3.5410795,0
2115,15.235537,17.5,17.9,0.39999962,2.2644634,0
2116,14.066009,17.7,17.5,0.20000076,3.6339922,0
2117,14.328258,17.9,17.7,0.19999886,3.571742,0
2118,16.135899,17.8,17.9,0.10000038,1.6641006,0
2119,17.06797,18,17.8,0.20000076,0.9320297,0
2120,17.13282,18.3,18,0.29999924,1.1671791,0
2121,17.76922,18.9,18.3,0.6000004,1.1307793,0
2122,18.526005,19.9,18.9,1,1.3739948,0
2123,20.307814,21.1,19.9,1.2000008,0.79218674,33.98448
2124,21.765049,20.5,21.1,0.6000004,1.265049,0
2125,23.43223,20.5,20.5,0,2.93223,0
2126,21.613102,20.8,20.5,0.29999924,0.8131027,0
2127,22.08079,21.2,20.8,0.40000153,0.8807888,0
2128,21.7213,22.4,21.2,1.1999989,0.6786995,43.441654
2129,22.427784,22.3,22.4,0.10000038,0.12778473,0
2130,24.36773,21.5,22.3,0.79999924,2.8677292,0
2131,23.6882,20.4,21.5,1.1000004,3.2882004,0
2132,21.740566,19.9,20.4,0.5,1.8405666,0
2133,20.903595,18.1,19.9,1.7999992,2.8035946,0
2134,20.031467,23.7,18.1,5.6000004,3.6685333,34.49048
2135,17.26036,23.4,23.7,0.30000114,6.139639,0
2136,23.525978,22.5,23.4,0.8999996,1.0259781,0
2137,22.820461,21.5,22.5,1,1.3204613,0
2138,21.803354,20.5,21.5,1,1.3033543,0
2139,20.512707,20.2,20.5,0.29999924,0.312706,0
2140,19.191042,20,20.2,0.20000076,0.80895805,0
2141,18.429184,20.2,20,0.20000076,1.7708168,0
2142,18.757393,21,20.2,0.79999924,2.242607,0
2143,20.013786,22.4,21,1.3999996,2.3862133,0
2144,21.537397,23.7,22.4,1.3000011,2.1626034,0
2145,23.567102,25.1,23.7,1.3999996,1.532898,0
2146,25.115168,26.3,25.1,1.1999989,1.1848316,1.2639403
2147,26.194279,27.3,26.3,1,1.1057205,0
2148,27.65228,28.4,27.3,1.1000004,0.7477188,32.02559
2149,28.78687,29.4,28.4,1,0.61313057,38.686943
2150,30.44484,30,29.4,0.6000004,0.44483948,25.860136
2151,31.747044,30.8,30,0.79999924,0.9470444,0
2152,31.93105,29.7,30.8,1.0999985,2.2310486,0
2153,31.511303,29.2,29.7,0.5,2.3113022,0
2154,29.02608,26.7,29.2,2.5,2.3260784,6.9568634
2155,27.407488,25,26.7,1.7000008,2.4074879,0
2156,24.799805,24.5,25,0.5,0.2998047,40.039063
2157,23.370958,23.2,24.5,1.2999992,0.17095757,86.84941
2158,22.265594,20.1,23.2,3.1000004,2.165594,30.142134
2159,21.040447,20.6,20.1,0.5,0.44044685,11.910629
2160,19.128592,15.8,20.6,4.8,3.3285913,30.654346
2161,19.376692,14.4,15.8,1.4000006,4.976692,0
2162,16.261963,14,14.4,0.39999962,2.261963,0
2163,14.708741,13.9,14,0.10000038,0.80874157,0
2164,14.326598,14.1,13.9,0.20000076,0.22659779,0
2165,16.168104,18.9,14.1,4.799999,2.7318954,43.085503
2166,18.515776,21.3,18.9,2.3999996,2.7842236,0
2167,22.766153,23,21.3,1.7000008,0.23384666,86.24432
2168,23.89274,25.5,23,2.5,1.6072598,35.709606
2169,25.001204,27.3,25.5,1.7999992,2.2987957,0
2170,27.48511,29.6,27.3,2.3000011,2.114891,8.04826
2171,28.689604,31.4,29.6,1.7999992,2.7103958,0
2172,30.19074,32.4,31.4,1.0000019,2.209261,0
2173,31.374228,33.4,32.4,1,2.025774,0
2174,32.215923,34.1,33.4,0.69999695,1.8840752,0
2175,31.81285,34.3,34.1,0.20000076,2.4871483,0
2176,32.100266,33.8,34.3,0.5,1.6997337,0
2177,30.77328,32.4,33.8,1.3999977,1.6267223,0
2178,29.299547,30.7,32.4,1.7000008,1.4004536,17.620415
2179,27.715563,29.1,30.7,1.6000004,1.3844376,13.472671
2180,26.145714,28,29.1,1.1000004,1.8542862,0
2181,25.399452,26.9,28,1.1000004,1.5005474,0
2182,24.301989,26.3,26.9,0.6000004,1.9980106,0
2183,22.253557,25.4,26.3,0.8999996,3.1464424,0
2184,21.160742,24.3,25.4,1.1000004,3.1392574,0
2185,19.925468,23.1,24.3,1.1999989,3.174532,0
2186,19.050146,21.8,23.1,1.3000011,2.7498531,0
2187,19.383524,21,21.8,0.79999924,1.616476,0
2188,18.639433,18.6,21,2.3999996,0.039432526,98.35698
2189,18.979954,19.6,18.6,1,0.6200466,37.99534
2190,18.70446,20.7,19.6,1.1000004,1.9955406,0
2191,20.987701,22,20.7,1.2999992,1.0122986,22.130835
2192,22.616262,23.7,22,1.7000008,1.0837383,36.250717
2193,23.985058,24.5,23.7,0.79999924,0.51494217,35.632168
2194,25.247608,26.2,24.5,1.7000008,0.9523926,43.976933
2195,25.763815,27.2,26.2,1,1.4361858,0
2196,26.766771,27.8,27.2,0.5999985,1.0332279,0
2197,27.090672,28.3,27.8,0.5,1.2093277,0
2198,27.260693,28.7,28.3,0.40000153,1.4393082,0
2199,27.472965,28.4,28.7,0.30000114,0.9270344,0
2200,27.427418,28.1,28.4,0.29999924,0.6725826,0
2201,26.219696,26.8,28.1,1.3000011,0.5803032,55.361332
2202,25.559294,26.1,26.8,0.69999886,0.54070663,22.75607
2203,24.22648,25.3,26.1,0.80000114,1.0735188,0
2204,23.022045,24.6,25.3,0.69999886,1.5779552,0
2205,22.041742,23.9,24.6,0.70000076,1.8582573,0
2206,21.241575,22.7,23.9,1.1999989,1.4584255,0
2207,20.901325,20.9,22.7,1.8000011,0.0013256073,99.92635
2208,19.473856,19.9,20.9,1,0.42614365,57.385635
2209,18.09245,19.1,19.9,0.79999924,1.0075512,0
2210,17.333488,18.6,19.1,0.5,1.2665119,0
2211,16.490065,18.2,18.6,0.39999962,1.7099361,0
2212,16.753569,17.9,18.2,0.30000114,1.146431,0
2213,17.70197,19.4,17.9,1.5,1.6980305,0
2214,19.8195,22.6,19.4,3.2000008,2.7805004,13.10938
2215,21.41625,25.3,22.6,2.6999989,3.883749,0
2216,24.300316,27.3,25.3,2,2.9996834,0
2217,26.30936,29.2,27.3,1.9000015,2.8906403,0
2218,27.581257,30.1,29.2,0.8999996,2.5187435,0
2219,29.413052,30.8,30.1,0.69999886,1.3869476,0
2220,30.119251,31,30.8,0.20000076,0.88074875,0
2221,30.373693,30.5,31,0.5,0.12630653,74.73869
2222,30.031527,31.7,30.5,1.2000008,1.6684742,0
2223,29.30802,30.6,31.7,1.1000004,1.2919807,0
2224,29.550743,29.9,30.6,0.70000076,0.34925652,50.106262
2225,27.541122,28.9,29.9,1,1.3588772,0
2226,26.265268,27,28.9,1.8999996,0.7347317,61.329903
2227,25.1325,24.7,27,2.2999992,0.43249893,81.195694
2228,23.442043,24.9,24.7,0.19999886,1.4579563,0
2229,22.363157,23.5,24.9,1.3999996,1.1368427,18.796926
2230,22.60782,20.4,23.5,3.1000004,2.207821,28.779978
2231,21.408901,20.4,20.4,0,1.0089016,0
2232,19.326422,21.7,20.4,1.3000011,2.373579,0
2233,19.399363,19.8,21.7,1.9000015,0.40063667,78.91388
2234,20.26185,18,19.8,1.7999992,2.2618504,0
2235,18.9339,18.2,18,0.20000076,0.73390007,0
2236,17.479944,19.3,18.2,1.0999985,1.820055,0
2237,18.20819,19.6,19.3,0.30000114,1.3918095,0
2238,20.871027,20.4,19.6,0.79999924,0.47102737,41.121525
2239,21.263601,20.6,20.4,0.20000076,0.6636009,0
2240,21.777779,21.2,20.6,0.6000004,0.57777786,3.7037492
2241,21.94754,22.2,21.2,1,0.25246048,74.75395
2242,22.432007,23.8,22.2,1.5999985,1.3679924,14.500391
2243,23.46495,24.4,23.8,0.6000004,0.93504906,0
2244,25.382181,24.5,24.4,0.10000038,0.88218117,0
2245,25.50799,25.6,24.5,1.1000004,0.0920105,91.635414
2246,25.189243,25.9,25.6,0.29999924,0.7107563,0
2247,26.068111,26.7,25.9,0.80000114,0.63188934,21.013945
2248,25.996584,26.7,26.7,0,0.7034168,0
2249,25.240633,26.8,26.7,0.099998474,1.5593662,0
2250,25.116966,26.2,26.8,0.5999985,1.0830345,0
2251,24.444908,24.8,26.2,1.4000015,0.3550911,74.636375
2252,23.435877,23.9,24.8,0.8999996,0.46412277,48.430782
2253,22.689127,24.1,23.9,0.20000076,1.4108734,0
2254,22.00131,23.5,24.1,0.6000004,1.4986897,0
2255,22.37031,22.7,23.5,0.79999924,0.32969093,58.788597
2256,21.911581,21.8,22.7,0.9000015,0.1115818,87.60204
2257,21.46251,21.8,21.8,0,0.33749008,0
2258,20.651806,20.5,21.8,1.2999992,0.15180588,88.32262
2259,20.21428,20.3,20.5,0.20000076,0.08572006,57.140137
2260,19.258286,18.5,20.3,1.7999992,0.7582855,57.87301
2261,20.221636,18.8,18.5,0.29999924,1.4216366,0
2262,20.582119,21.6,18.8,2.8000011,1.0178814,63.64711
2263,22.04542,23.9,21.6,2.2999992,1.8545799,19.366062
2264,24.488855,25.7,23.9,1.8000011,1.2111454,32.714188
2265,26.283085,27.3,25.7,1.5999985,1.0169144,36.44279
2266,27.304073,29.4,27.3,2.1000004,2.0959263,0.19400716
2267,28.724194,30.9,29.4,1.5,2.175806,0
2268,30.36881,32,30.9,1.1000004,1.6311893,0
2269,31.229641,33,32,1,1.770359,0
2270,31.791893,33.3,33,0.29999924,1.5081062,0
2271,31.778751,31.9,33.3,1.3999996,0.121248245,91.33941
2272,31.149527,31.3,31.9,0.6000004,0.15047264,74.92124
2273,29.187037,30.9,31.3,0.39999962,1.7129631,0
2274,27.875774,29.8,30.9,1.1000004,1.9242249,0
2275,27.066599,28.1,29.8,1.6999989,1.0334015,39.211636
2276,25.660734,23.7,28.1,4.3999996,1.9607334,55.437874
2277,24.682512,23.1,23.7,0.6000004,1.5825119,0
2278,22.510876,21.7,23.1,1.3999996,0.81087494,42.08034
2279,22.000961,22,21.7,0.29999924,0.0009613037,99.679565
2280,20.60169,20.7,22,1.2999992,0.09831047,92.43765
2281,21.033648,20,20.7,0.70000076,1.0336475,0
2282,20.000238,19.7,20,0.29999924,0.30023766,0
2283,18.954157,23,19.7,3.2999992,4.045843,0
2284,18.643614,22.4,23,0.6000004,3.7563858,0
2285,21.228653,22.2,22.4,0.19999886,0.9713478,0
2286,22.222519,21.7,22.2,0.5,0.52251816,0
2287,23.27426,21.6,21.7,0.10000038,1.6742592,0
2288,23.215244,21.7,21.6,0.10000038,1.5152435,0
2289,22.83144,21.7,21.7,0,1.1314392,0
2290,22.75124,22,21.7,0.29999924,0.7512398,0
2291,22.202911,22.1,22,0.10000038,0.102910995,0
2292,22.513735,22.4,22.1,0.29999924,0.1137352,62.08817
2293,22.496214,22.8,22.4,0.39999962,0.30378532,24.053596
2294,22.816689,20.7,22.8,2.0999985,2.1166878,0
2295,23.534914,20.6,20.7,0.10000038,2.9349136,0
2296,21.330582,20.8,20.6,0.19999886,0.5305824,0
2297,21.394852,20.9,20.8,0.10000038,0.49485207,0
2298,22.049404,20.8,20.9,0.10000038,1.2494049,0
2299,21.457933,20.8,20.8,0,0.6579342,0
2300,20.63422,20.9,20.8,0.10000038,0.2657795,0
2301,21.00693,20.4,20.9,0.5,0.6069298,0
2302,20.548843,19.9,20.4,0.5,0.64884377,0
2303,20.286057,19,19.9,0.8999996,1.2860565,0
2304,20.074492,19,19,0,1.0744915,0
2305,19.44234,19.1,19,0.10000038,0.34234047,0
2306,19.601767,19.1,19.1,0,0.5017662,0
2307,19.573183,19.2,19.1,0.10000038,0.3731823,0
2308,19.158073,19.3,19.2,0.099998474,0.14192581,0
2309,19.45341,19.4,19.3,0.10000038,0.053409576,46.590626
2310,19.636984,19.4,19.4,0,0.23698425,0
2311,20.558863,18.8,19.4,0.6000004,1.7588634,0
2312,20.8996,18.7,18.8,0.099998474,2.1995983,0
2313,20.476868,19,18.7,0.29999924,1.4768677,0
2314,20.287367,19.2,19,0.20000076,1.0873661,0
2315,20.591417,19.7,19.2,0.5,0.89141655,0
2316,20.843008,19.6,19.7,0.10000038,1.2430077,0
2317,21.301043,19.7,19.6,0.10000038,1.6010418,0
2318,20.96941,19.5,19.7,0.20000076,1.46941,0
2319,21.071184,19.4,19.5,0.10000038,1.6711845,0
2320,20.821667,19.3,19.4,0.10000038,1.5216675,0
2321,20.770643,19.4,19.3,0.10000038,1.3706436,0
2322,20.561485,19.4,19.4,0,1.1614857,0
2323,20.527788,19.4,19.4,0,1.1277885,0
2324,20.10897,19.5,19.4,0.10000038,0.60897064,0
2325,20.100533,19.3,19.5,0.20000076,0.8005333,0
2326,20.238987,19.2,19.3,0.099998474,1.0389862,0
2327,19.833311,19.3,19.2,0.099998474,0.53331184,0
2328,19.952822,19.2,19.3,0.099998474,0.75282097,0
2329,19.798067,19.1,19.2,0.10000038,0.6980667,0
2330,19.481123,18.9,19.1,0.20000076,0.58112335,0
2331,18.661667,18.5,18.9,0.39999962,0.16166687,59.58325
2332,18.667904,18.3,18.5,0.20000076,0.36790466,0
2333,18.379316,18.2,18.3,0.099998474,0.17931557,0
2334,19.134815,18.2,18.2,0,0.93481445,0
2335,19.444103,18.3,18.2,0.099998474,1.144104,0
2336,19.592318,18.6,18.3,0.30000114,0.9923172,0
2337,18.990915,19,18.6,0.39999962,0.009084702,97.72882
2338,19.76965,19.3,19,0.29999924,0.46965027,0
2339,20.396687,19.4,19.3,0.10000038,0.99668694,0
2340,20.94682,19.7,19.4,0.30000114,1.2468185,0
2341,20.891874,19.9,19.7,0.19999886,0.9918747,0
2342,21.641344,20.2,19.9,0.30000114,1.4413433,0
2343,21.738756,20.5,20.2,0.29999924,1.2387562,0
2344,22.491488,20.5,20.5,0,1.9914875,0
2345,23.386011,20.5,20.5,0,2.8860111,0
2346,22.565722,20.3,20.5,0.20000076,2.2657223,0
2347,22.091898,19.9,20.3,0.39999962,2.1918983,0
2348,21.421606,20.3,19.9,0.39999962,1.1216068,0
2349,21.196842,20.4,20.3,0.10000038,0.7968426,0
2350,23.16785,20.6,20.4,0.20000076,2.56785,0
2351,23.378683,20.7,20.6,0.10000038,2.6786823,0
2352,23.924112,20.7,20.7,0,3.2241116,0
2353,23.690372,21,20.7,0.29999924,2.6903725,0
2354,23.374056,21.1,21,0.10000038,2.2740555,0
2355,24.064991,21.2,21.1,0.10000038,2.8649902,0
2356,23.832396,21.1,21.2,0.10000038,2.7323952,0
2357,23.637873,20.9,21.1,0.20000076,2.737873,0
2358,22.941238,20.4,20.9,0.5,2.5412388,0
2359,22.34049,20.2,20.4,0.19999886,2.1404896,0
2360,21.133255,19.6,20.2,0.6000004,1.5332546,0
2361,21.71485,19.4,19.6,0.20000076,2.3148499,0
2362,19.929705,19.7,19.4,0.30000114,0.2297039,23.432327
2363,19.705605,20.3,19.7,0.5999985,0.5943947,0.933969
2364,20.90848,20.2,20.3,0.099998474,0.7084789,0
2365,23.026157,20.5,20.2,0.29999924,2.5261574,0
2366,21.608717,20.7,20.5,0.20000076,0.9087162,0
2367,22.756426,21.2,20.7,0.5,1.5564251,0
2368,23.303583,21.2,21.2,0,2.1035824,0
2369,25.153456,21.2,21.2,0,3.953455,0
2370,24.447187,21,21.2,0.20000076,3.4471874,0
2371,23.769957,20.7,21,0.29999924,3.0699558,0
2372,22.887457,20.8,20.7,0.099998474,2.0874577,0
2373,21.964005,20.7,20.8,0.099998474,1.2640038,0
2374,22.630049,20.8,20.7,0.099998474,1.8300495,0
2375,22.138033,20.7,20.8,0.099998474,1.4380322,0
2376,22.595413,20.6,20.7,0.10000038,1.9954128,0
2377,22.478943,20,20.6,0.6000004,2.4789429,0
2378,22.154222,19.8,20,0.20000076,2.3542233,0
2379,20.169489,19.6,19.8,0.19999886,0.5694885,0
2380,19.876516,19.6,19.6,0,0.27651596,0
2381,20.176144,19.7,19.6,0.10000038,0.47614288,0
2382,21.088009,20,19.7,0.29999924,1.0880089,0
2383,21.281105,19.6,20,0.39999962,1.6811047,0
2384,22.107384,19.8,19.6,0.19999886,2.3073845,0
2385,20.557175,20.1,19.8,0.30000114,0.4571743,0
2386,22.219856,20.4,20.1,0.29999924,1.8198566,0
2387,23.189354,20.6,20.4,0.20000076,2.5893536,0
2388,24.027018,20.8,20.6,0.19999886,3.2270184,0
2389,23.983677,20.8,20.8,0,3.1836777,0
2390,24.341208,20.8,20.8,0,3.5412083,0
2391,24.661167,21.1,20.8,0.30000114,3.5611668,0
2392,24.57817,20.6,21.1,0.5,3.9781704,0
2393,25.703407,20.6,20.6,0,5.103407,0
2394,22.974382,20.4,20.6,0.20000076,2.5743828,0
2395,22.096373,20.5,20.4,0.10000038,1.5963726,0
2396,22.033314,20.6,20.5,0.10000038,1.4333134,0
2397,22.568804,20.6,20.6,0,1.9688034,0
2398,23.391634,20.4,20.6,0.20000076,2.9916344,0
2399,23.181,20.2,20.4,0.19999886,2.980999,0
2400,22.25631,20.4,20.2,0.19999886,1.8563099,0
2401,21.851759,20.4,20.4,0,1.4517593,0
2402,22.52621,20.3,20.4,0.10000038,2.2262115,0
2403,22.306484,20.3,20.3,0,2.006485,0
2404,21.912046,20.5,20.3,0.20000076,1.4120464,0
2405,22.223946,20.5,20.5,0,1.7239456,0
2406,23.576143,20.3,20.5,0.20000076,3.276144,0
2407,23.80239,19.5,20.3,0.79999924,4.302389,0
2408,23.31534,18.6,19.5,0.8999996,4.7153397,0
2409,20.512812,18.1,18.6,0.5,2.4128113,0
2410,16.356813,17.9,18.1,0.20000076,1.5431862,0
2411,14.536597,17.7,17.9,0.19999886,3.1634035,0
2412,14.996405,17.2,17.7,0.5,2.203596,0
2413,14.372467,17,17.2,0.20000076,2.627533,0
2414,13.283617,17,17,0,3.716383,0
2415,13.5654955,17.4,17,0.39999962,3.8345041,0
2416,15.084493,17.4,17.4,0,2.315507,0
2417,17.003174,17.5,17.4,0.10000038,0.49682617,0
2418,16.649187,17.8,17.5,0.29999924,1.1508121,0
2419,16.089687,17.6,17.8,0.19999886,1.510313,0
2420,17.095037,16.9,17.6,0.70000076,0.19503784,72.13748
2421,16.31996,16.7,16.9,0.19999886,0.38004112,0
2422,14.714634,16.8,16.7,0.099998474,2.0853653,0
2423,15.250934,16.7,16.8,0.099998474,1.4490671,0
2424,16.036386,16.5,16.7,0.20000076,0.4636135,0
2425,15.660795,16.4,16.5,0.10000038,0.7392044,0
2426,14.669676,16.2,16.4,0.19999886,1.5303249,0
2427,14.123431,15.9,16.2,0.30000114,1.7765684,0
2428,14.590041,15.8,15.9,0.09999943,1.209959,0
2429,15.37656,16,15.8,0.19999981,0.6234398,0
2430,16.279533,16.4,16,0.39999962,0.12046623,69.883415
2431,17.166447,17.4,16.4,1,0.23355293,76.64471
2432,18.490967,19.5,17.4,2.1000004,1.0090332,51.950813
2433,22.213211,21.7,19.5,2.2000008,0.5132103,76.67227
2434,26.910501,23.4,21.7,1.6999989,3.5105019,0
2435,28.2352,24.6,23.4,1.2000008,3.6352005,0
2436,27.637712,25.6,24.6,1,2.037712,0
2437,27.686083,26.3,25.6,0.69999886,1.3860836,0
2438,28.655346,26.1,26.3,0.19999886,2.5553455,0
2439,29.548944,25.9,26.1,0.20000076,3.6489449,0
2440,29.069183,24,25.9,1.8999996,5.0691833,0
2441,28.164175,23.1,24,0.8999996,5.0641747,0
2442,24.633293,22.6,23.1,0.5,2.0332928,0
2443,23.003181,21.4,22.6,1.2000008,1.6031818,0
2444,21.974573,20.8,21.4,0.6000004,1.1745739,0
2445,20.201275,20.1,20.8,0.69999886,0.10127449,85.53219
2446,19.727526,19.3,20.1,0.80000114,0.42752647,46.55927
2447,18.768759,18.9,19.3,0.39999962,0.13124084,67.18976
2448,18.19974,17.9,18.9,1,0.29973984,70.02602
2449,18.29086,17.4,17.9,0.5,0.8908596,0
2450,17.788168,17.3,17.4,0.10000038,0.48816872,0
2451,17.378414,17.2,17.3,0.099998474,0.17841339,0
2452,17.549202,17.1,17.2,0.10000038,0.44920158,0
2453,18.84842,16.9,17.1,0.20000076,1.9484196,0
2454,20.223,17.9,16.9,1,2.323,0
2455,21.299297,19.4,17.9,1.5,1.8992977,0
2456,23.038967,21.3,19.4,1.8999996,1.7389679,8.475357
2457,24.951283,23.5,21.3,2.2000008,1.4512825,34.03264
2458,26.70819,25.2,23.5,1.7000008,1.5081902,11.282974
2459,28.897606,25.9,25.2,0.69999886,2.9976063,0
2460,29.893986,25.4,25.9,0.5,4.493986,0
2461,29.471834,25.6,25.4,0.20000076,3.8718338,0
2462,28.301317,23.7,25.6,1.8999996,4.6013165,0
2463,28.567041,23.6,23.7,0.10000038,4.967041,0
2464,26.487267,24.3,23.6,0.69999886,2.1872673,0
2465,26.201797,23.5,24.3,0.79999924,2.7017975,0
2466,26.13591,23.2,23.5,0.29999924,2.9359093,0
2467,24.821135,20.8,23.2,2.4000015,4.0211353,0
2468,23.791695,20.4,20.8,0.39999962,3.391695,0
2469,21.752098,20.3,20.4,0.10000038,1.4520988,0
2470,21.185083,19.8,20.3,0.5,1.3850842,0
2471,21.172827,17.9,19.8,1.8999996,3.2728271,0
2472,20.714481,17.1,17.9,0.79999924,3.614481,0
2473,18.773,17.3,17.1,0.19999886,1.4730015,0
2474,17.927156,16.4,17.3,0.8999996,1.5271568,0
2475,18.491928,16.3,16.4,0.10000038,2.1919289,0
2476,16.958843,16.6,16.3,0.30000114,0.35884285,0
2477,17.460049,16.7,16.6,0.10000038,0.7600479,0
2478,19.554564,18.9,16.7,2.1999989,0.6545639,70.24708
2479,21.615086,20.7,18.9,1.8000011,0.91508484,49.161987
2480,25.265919,21.9,20.7,1.1999989,3.365919,0
2481,26.663958,23,21.9,1.1000004,3.6639576,0
2482,27.812494,23.5,23,0.5,4.3124943,0
2483,28.683018,24.4,23.5,0.8999996,4.283018,0
2484,29.448032,25.3,24.4,0.8999996,4.148033,0
2485,30.538015,25.9,25.3,0.6000004,4.6380157,0
2486,31.52136,26.7,25.9,0.80000114,4.8213596,0
2487,31.915968,26.7,26.7,0,5.215967,0
2488,31.932259,26.8,26.7,0.099998474,5.1322594,0
2489,31.01829,26.3,26.8,0.5,4.7182903,0
2490,29.753683,25.5,26.3,0.79999924,4.253683,0
2491,27.660498,24.7,25.5,0.79999924,2.960497,0
2492,26.338778,22,24.7,2.7000008,4.3387775,0
2493,25.80766,23.2,22,1.2000008,2.6076584,0
2494,23.604538,22.4,23.2,0.80000114,1.2045383,0
2495,25.026371,21.4,22.4,1,3.6263714,0
2496,23.582993,20.4,21.4,1,3.182993,0
2497,21.76386,19.8,20.4,0.6000004,1.9638615,0
2498,21.106491,18.8,19.8,1,2.3064919,0
2499,20.969265,19.6,18.8,0.80000114,1.3692646,0
2500,20.272207,19.4,19.6,0.20000076,0.87220764,0
2501,21.366106,19.5,19.4,0.10000038,1.866106,0
2502,22.484701,20.8,19.5,1.2999992,1.6847019,0
2503,23.378757,21.8,20.8,1,1.5787582,0
2504,25.278502,23.3,21.8,1.5,1.9785023,0
2505,26.221508,24.1,23.3,0.80000114,2.1215076,0
2506,28.421976,25.7,24.1,1.6000004,2.7219753,0
2507,29.947737,27,25.7,1.2999992,2.9477367,0
2508,31.539438,28.1,27,1.1000004,3.4394379,0
2509,32.721355,28.8,28.1,0.69999886,3.9213562,0
2510,33.157883,29.4,28.8,0.6000004,3.757883,0
2511,33.457645,29.7,29.4,0.30000114,3.7576447,0
2512,33.435776,29.9,29.7,0.19999886,3.5357761,0
2513,32.731293,29.4,29.9,0.5,3.331293,0
2514,31.796692,28.7,29.4,0.69999886,3.0966911,0
2515,29.699135,25.2,28.7,3.5,4.499134,0
2516,28.029644,26.2,25.2,1,1.8296432,0
2517,25.534693,24.3,26.2,1.9000015,1.2346935,35.016186
2518,26.45841,24.4,24.3,0.10000038,2.0584106,0
2519,25.031069,23.3,24.4,1.1000004,1.7310696,0
2520,25.171051,23.3,23.3,0,1.8710518,0
2521,23.957197,23,23.3,0.29999924,0.9571972,0
2522,23.727894,22,23,1,1.7278938,0
2523,23.450075,22.3,22,0.29999924,1.1500759,0
2524,22.526377,22.1,22.3,0.19999886,0.42637634,0
2525,23.044964,21.8,22.1,0.30000114,1.2449646,0
2526,23.349579,22.6,21.8,0.80000114,0.7495785,6.3028216
2527,24.08086,23.3,22.6,0.69999886,0.7808609,0
2528,25.461464,25.1,23.3,1.8000011,0.36146355,79.91871
2529,26.152891,25.9,25.1,0.79999924,0.25289154,68.38853
2530,28.202175,27.6,25.9,1.7000008,0.60217476,64.57797
2531,28.736937,28.5,27.6,0.8999996,0.23693657,73.6737
2532,31.002993,29.5,28.5,1,1.5029926,0
2533,31.570164,30.3,29.5,0.79999924,1.2701645,0
2534,32.404037,30.5,30.3,0.20000076,1.9040375,0
2535,32.515575,30.8,30.5,0.29999924,1.7155762,0
2536,32.324886,30.7,30.8,0.099998474,1.6248856,0
2537,31.900896,30.3,30.7,0.40000153,1.6008968,0
2538,30.765522,29.2,30.3,1.0999985,1.5655212,0
2539,29.437222,28.2,29.2,1,1.2372208,0
2540,27.417036,26.6,28.2,1.6000004,0.8170357,48.935284
2541,26.945885,25.6,26.6,1,1.3458843,0
2542,25.395073,24.1,25.6,1.5,1.2950726,13.661832
2543,24.70822,23.6,24.1,0.5,1.1082191,0
2544,23.940361,22.5,23.6,1.1000004,1.440361,0
2545,23.88383,21.7,22.5,0.79999924,2.1838284,0
2546,22.756012,20.1,21.7,1.6000004,2.6560116,0
2547,21.683243,19.8,20.1,0.30000114,1.8832436,0
2548,19.99802,18.9,19.8,0.8999996,1.0980206,0
2549,20.609018,19.3,18.9,0.39999962,1.3090191,0
2550,21.491308,22.6,19.3,3.3000011,1.1086922,66.40328
2551,23.050137,24,22.6,1.3999996,0.94986343,32.15259
2552,26.034485,24.6,24,0.6000004,1.4344845,0
2553,27.070744,25.9,24.6,1.2999992,1.170744,9.942722
2554,27.582333,26.6,25.9,0.70000076,0.9823322,0
2555,28.472605,27.2,26.6,0.6000004,1.272604,0
2556,29.134659,28.6,27.2,1.3999996,0.53465843,61.8101
2557,29.470905,30.1,28.6,1.5,0.6290951,58.060326
2558,31.00106,31,30.1,0.8999996,0.0010604858,99.882164
2559,31.589739,31.4,31,0.39999962,0.18973923,52.565147
2560,31.660673,30.9,31.4,0.5,0.7606735,0
2561,31.352995,30.2,30.9,0.69999886,1.1529942,0
2562,30.067858,28.9,30.2,1.3000011,1.1678581,10.164839
2563,28.77745,26.1,28.9,2.7999992,2.6774502,4.376751
2564,27.536974,28.3,26.1,2.1999989,0.7630253,65.31701
2565,25.628492,27.7,28.3,0.5999985,2.0715084,0
2566,27.012995,26.7,27.7,1,0.312994,68.7006
2567,26.277987,25.5,26.7,1.2000008,0.7779865,35.16783
2568,25.420908,24.3,25.5,1.2000008,1.1209087,6.590998
